date,t_hs,t_hs_set,water_pressure,t_dhw,t_dhw_set,t_return,flow_rate,status_pump,runtime_comp,runtime_pump,posmix,qboh,qchhp,qsc,qch,qwp,qdhw,tvbh2,tliq2,tr2,ta2,tdhw2,mode,pump,ehs,bpv,t_v1,t_dhw1,t_vbh,t_outdoor_ot1,t_r1,v1,heat_slope,t_dhw_setpoint1,t_dhw_setpoint2,t_dhw_setpoint3,hyst_hp,t_ext,t_hc_set,t_hc,duration
2023-01-02 21:37:59.032673,29.5,0.0,1.241,45.9,48.0,21.5,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.6,14.0,21.5,40.0,45.9,0,0,0,100,29.5,45.9,30.5,10.0,21.5,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.5,0:00:13.681597
2023-01-02 21:38:29.698668,29.5,0.0,1.24,45.9,48.0,21.5,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.6,14.0,21.0,40.0,46.0,0,0,0,100,29.5,45.9,30.7,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.6,0:00:13.649460
2023-01-02 21:39:00.348798,29.5,0.0,1.241,45.9,48.0,21.5,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.5,0:00:13.631428
2023-01-02 21:39:31.014856,29.5,0.0,1.243,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,31.1,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,31.0,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.9,0:00:13.647622
2023-01-02 21:40:01.904989,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.0,40.0,45.9,0,0,0,100,29.5,46.0,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.8,0:00:13.871614
2023-01-02 21:40:32.954969,29.5,0.0,1.241,45.9,48.0,21.5,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.8,14.0,21.5,40.0,45.9,0,0,0,100,29.5,45.9,30.7,10.0,21.5,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.6,0:00:14.032239
2023-01-02 21:41:02.917172,29.5,0.0,1.24,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.3,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.3,10.0,21.5,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.3,0:00:13.945199
2023-01-02 21:41:33.951069,29.5,0.0,1.241,45.9,48.0,21.1,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.3,14.0,21.5,40.0,45.9,0,0,0,100,29.5,45.9,30.3,10.0,21.5,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.2,0:00:14.015941
2023-01-02 21:42:03.945279,29.5,0.0,1.24,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.5,40.0,45.9,0,0,0,100,29.5,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.5,0:00:13.976927
2023-01-02 21:42:34.979360,29.5,0.0,1.24,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.5,0:00:14.015490
2023-01-02 21:43:04.957435,29.5,0.0,1.239,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.6,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.6,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.5,0:00:13.962727
2023-01-02 21:43:35.959469,29.5,0.0,1.24,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,31.3,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,31.1,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.7,0:00:13.977836
2023-01-02 21:44:06.641590,29.5,0.0,1.244,45.9,48.0,21.5,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.3,14.0,21.0,40.0,46.0,0,0,0,100,29.5,45.9,30.3,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.4,0:00:13.663953
2023-01-02 21:44:37.307701,29.5,0.0,1.242,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.0,40.0,45.9,0,0,0,100,29.6,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,9.9,42.0,30.4,0:00:13.648855
2023-01-02 21:45:07.973821,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.5,0:00:13.648270
2023-01-02 21:45:38.639894,29.5,0.0,1.24,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.7,14.0,21.0,40.0,45.9,0,0,0,100,29.5,46.0,30.6,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.5,0:00:13.648151
2023-01-02 21:46:09.321983,29.5,0.0,1.242,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.5,0:00:13.664255
2023-01-02 21:46:39.988069,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.9,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.9,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.8,0:00:13.646405
2023-01-02 21:47:11.645852,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.5,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.4,0:00:14.634107
2023-01-02 21:47:41.304016,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.4,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.3,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.3,0:00:13.641031
2023-01-02 21:48:12.130096,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,None,None,None,None,None,None,None,None,None,None,0,0,0,100,29.5,45.9,30.5,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.4,0:00:13.807510
2023-01-02 21:48:42.668246,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.3,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.2,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.2,0:00:13.519514
2023-01-02 21:49:13.158379,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.0,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,29.9,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,29.9,0:00:13.471599
2023-01-02 21:49:43.664356,29.5,0.0,1.241,45.9,48.0,21.0,0,0,1702,2787,0,13,0,0,8420,11229,2843,30.2,14.0,21.0,40.0,45.9,0,0,0,100,29.5,45.9,30.2,10.0,21.0,0,0.3,48.0,48.0,48.0,7.0,10.0,42.0,30.2,0:00:13.487350
