date,t_hs,t_hs_set,water_pressure,t_dhw,t_dhw_set,t_return,flow_rate,status_pump,runtime_comp,runtime_pump,posmix,qboh,qch,qwp,qdhw,tvbh2,tliq2,tr2,mode,pump,ehs,bpv,t_vbh,t_r1,v1,total_energy,t_ext,t_hc_set,t_hc,duration
2023-01-03 11:43:02.551810,42.3,42.0,1.353,42.6,48.0,37.5,792,0,1703,2789,0,13,8432,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,786,3006,10.3,42.0,42.3,0:00:03.150960
2023-01-03 11:43:31.490108,42.3,42.0,1.352,42.6,48.0,37.5,804,0,1703,2789,0,13,8432,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,792,3006,10.3,42.0,42.3,0:00:01.932933
2023-01-03 11:44:02.427993,42.3,42.0,1.35,42.6,48.0,37.5,798,0,1703,2789,0,13,8432,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,780,3006,10.3,42.0,42.3,0:00:01.906506
2023-01-03 11:44:33.365950,42.4,42.0,1.35,42.6,48.0,37.5,792,0,1703,2789,0,13,8432,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,786,3006,10.3,42.0,42.3,0:00:01.906800
2023-01-03 11:45:04.287970,42.4,42.0,1.351,42.6,48.0,37.5,792,0,1703,2789,0,13,8432,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,786,3006,10.3,42.0,42.3,0:00:01.896404
2023-01-03 11:45:35.225770,42.3,42.0,1.351,42.6,48.0,37.5,780,0,1703,2789,0,13,8432,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,786,3006,10.3,42.0,42.3,0:00:01.905444
2023-01-03 11:46:06.259783,42.4,42.0,1.352,42.6,48.0,37.5,780,0,1703,2789,0,13,8432,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,792,3006,10.3,42.0,42.3,0:00:02.005216
2023-01-03 11:46:36.317893,42.4,42.0,1.351,42.6,48.0,37.5,786,0,1703,2789,0,13,8433,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,786,3006,10.3,42.0,42.3,0:00:02.026363
2023-01-03 11:47:08.551676,42.4,42.0,1.352,42.6,48.0,37.5,786,0,1703,2789,0,13,8433,11242,2843,42.3,35.5,37.5,1,0,0,12,42.3,37.5,786,3006,10.3,42.0,42.3,0:00:04.204387
2023-01-03 11:47:41.617245,42.2,42.0,1.352,42.6,48.0,37.5,798,0,1703,2789,0,13,8433,11242,2843,42.1,35.5,37.5,1,0,0,12,42.1,37.5,786,3006,10.3,42.0,42.1,0:00:07.052054
