date,t_hs,t_hs_set,water_pressure,t_dhw,t_dhw_set,t_return,flow_rate,status_pump,runtime_comp,runtime_pump,posmix,qboh,qch,qwp,qdhw,tvbh2,tliq2,tr2,mode,pump,ehs,bpv,t_vbh,t_r1,v1,total_energy,t_ext,t_hc_set,t_hc,duration
2023-01-12 20:04:02.408590,38.8,0.0,1.355,41.1,48.0,39.5,774,0,1767,2878,0,13,8714,11608,2930,38.8,23.0,39.5,0,0,0,12,38.8,39.5,774,3097,6.5,42.8,38.9,0:00:06.653512
2023-01-12 20:04:33.112915,39.0,0.0,1.349,41.1,48.0,39.5,774,0,1767,2878,0,13,8714,11608,2930,39.1,22.5,39.5,0,0,0,12,39.1,39.5,774,3097,6.5,42.8,39.1,0:00:06.678112
2023-01-12 20:05:04.005636,39.2,0.0,1.35,41.1,48.0,39.5,780,0,1767,2878,0,13,8714,11608,2930,39.2,22.0,39.5,0,0,0,12,39.2,39.5,780,3097,6.4,42.8,39.2,0:00:06.866664
2023-01-12 20:05:34.791880,39.0,0.0,1.349,41.1,48.0,39.5,786,0,1767,2878,0,13,8714,11608,2930,39.0,21.5,39.5,0,0,0,12,39.0,39.5,780,3097,6.4,42.8,39.0,0:00:06.753860
2023-01-12 20:06:05.672381,38.7,0.0,1.348,41.1,48.0,39.0,774,0,1767,2878,0,13,8714,11608,2930,38.7,21.0,39.0,0,0,0,12,38.7,39.0,768,3097,6.4,42.8,38.6,0:00:06.854795
2023-01-12 20:06:36.630747,38.4,0.0,1.346,41.1,48.0,39.0,786,0,1767,2878,0,13,8714,11608,2930,38.5,20.5,39.0,0,0,0,12,38.5,39.0,780,3097,6.4,42.8,38.5,0:00:06.932731
2023-01-12 20:07:07.470169,38.4,0.0,1.346,41.1,48.0,39.0,774,0,1767,2878,0,13,8714,11608,2930,38.4,20.0,39.0,0,0,0,12,38.4,39.0,768,3097,6.4,42.8,38.4,0:00:06.814162
2023-01-12 20:07:38.252302,38.3,0.0,1.344,41.1,48.0,39.0,780,0,1767,2878,0,13,8714,11608,2930,38.3,20.0,39.0,0,0,0,12,38.3,39.0,798,3097,6.4,42.8,38.3,0:00:06.756153
2023-01-12 20:08:09.128822,38.2,0.0,1.342,41.1,48.0,38.5,762,0,1767,2878,0,13,8714,11608,2930,38.3,19.5,38.5,0,0,0,12,38.2,38.5,774,3097,6.4,42.8,38.2,0:00:06.849930
2023-01-12 20:08:40.189389,38.1,0.0,1.342,41.1,48.0,38.5,786,0,1767,2878,0,13,8714,11608,2930,38.1,19.0,38.5,0,0,0,12,38.0,38.5,774,3097,6.4,42.8,38.1,0:00:07.035270
2023-01-12 20:09:10.025306,37.8,0.0,1.341,41.1,48.0,38.5,804,0,1767,2878,0,13,8714,11608,2930,37.9,19.0,38.5,0,0,0,12,37.9,38.5,780,3097,6.4,42.8,37.9,0:00:06.811592
2023-01-12 20:09:40.811619,37.7,0.0,1.34,41.1,48.0,38.5,780,0,1767,2878,0,13,8714,11608,2930,37.7,18.5,38.5,0,0,0,12,37.7,38.5,774,3097,6.4,42.8,37.7,0:00:06.760339
2023-01-12 20:10:11.352106,37.6,0.0,1.34,41.1,48.0,38.5,780,0,1767,2878,0,13,8714,11608,2930,37.7,18.5,38.5,0,0,0,12,37.7,38.5,774,3097,6.4,42.8,37.6,0:00:06.514391
2023-01-12 20:10:41.900734,37.5,0.0,1.338,41.1,48.0,38.0,780,0,1767,2878,0,13,8714,11608,2930,37.5,18.0,38.0,0,0,0,12,37.5,38.0,774,3097,6.4,42.8,37.5,0:00:06.522523
2023-01-12 20:11:12.453456,37.4,0.0,1.336,41.1,48.0,38.0,768,0,1767,2878,0,13,8714,11608,2930,37.4,18.0,38.0,0,0,0,12,37.4,38.0,780,3097,6.4,42.8,37.4,0:00:06.527139
2023-01-12 20:11:42.998160,37.2,0.0,1.334,41.1,48.0,38.0,792,0,1767,2878,0,13,8714,11608,2930,37.3,18.0,38.0,0,0,0,12,37.2,38.0,774,3097,6.4,42.8,37.3,0:00:06.519301
2023-01-12 20:12:13.554777,37.1,0.0,1.334,41.1,48.0,38.0,780,0,1767,2878,0,13,8714,11608,2930,37.1,17.5,38.0,0,0,0,12,37.1,38.0,774,3097,6.4,42.8,37.1,0:00:06.530519
2023-01-12 20:12:44.107772,37.0,0.0,1.335,41.1,48.0,38.0,774,0,1767,2878,0,13,8714,11608,2930,37.0,17.5,38.0,0,0,0,12,37.0,38.0,774,3097,6.4,42.8,37.0,0:00:06.527003
2023-01-12 20:13:14.672752,36.9,0.0,1.334,41.1,48.0,37.5,774,0,1767,2878,0,13,8714,11608,2930,36.9,17.5,37.5,0,0,0,12,36.9,37.5,780,3097,6.4,42.8,36.9,0:00:06.539025
2023-01-12 20:13:45.213335,36.7,0.0,1.331,41.1,48.0,37.5,768,0,1767,2878,0,13,8714,11608,2930,36.8,17.0,37.5,0,0,0,12,36.8,37.5,780,3097,6.4,42.8,36.8,0:00:06.514496
2023-01-12 20:14:15.753590,36.6,0.0,1.34,41.1,48.0,37.5,774,0,1767,2878,0,13,8714,11608,2930,36.7,17.0,37.5,0,0,0,12,36.7,37.5,774,3097,6.4,42.8,36.6,0:00:06.514864
2023-01-12 20:14:46.286052,36.5,0.0,1.33,41.1,48.0,37.5,774,0,1767,2878,0,13,8714,11608,2930,36.5,17.0,37.5,0,0,0,12,36.5,37.5,786,3097,6.4,42.8,36.5,0:00:06.506493
2023-01-12 20:15:17.002701,36.4,0.0,1.33,41.1,48.0,37.0,786,0,1767,2878,0,13,8714,11608,2930,36.4,17.0,37.0,0,0,0,12,36.4,37.0,780,3097,6.3,42.8,36.4,0:00:06.690700
2023-01-12 20:15:47.547265,36.2,0.0,1.331,41.1,48.0,37.0,780,0,1767,2878,0,13,8714,11608,2930,36.3,16.5,37.0,0,0,0,12,36.3,37.0,786,3097,6.3,42.8,36.3,0:00:06.519651
2023-01-12 20:16:18.411403,36.1,0.0,1.33,41.1,48.0,37.0,774,0,1767,2878,0,13,8714,11608,2930,36.2,16.5,37.0,0,0,0,12,36.2,37.0,768,3097,6.3,42.8,36.2,0:00:06.838549
2023-01-12 20:16:49.111362,36.1,0.0,1.329,41.1,48.0,37.0,774,0,1767,2878,0,13,8714,11608,2930,36.1,16.5,37.0,0,0,0,12,36.1,37.0,768,3097,6.3,42.8,36.1,0:00:06.673831
2023-01-12 20:17:19.893719,36.0,0.0,1.328,41.1,48.0,37.0,774,0,1767,2878,0,13,8714,11608,2930,36.0,16.5,37.0,0,0,0,12,36.0,37.0,786,3097,6.3,42.8,36.0,0:00:06.756132
2023-01-12 20:17:50.778108,35.9,0.0,1.326,41.1,48.0,36.5,780,0,1767,2878,0,13,8714,11608,2930,35.9,16.5,36.5,0,0,0,12,35.9,36.5,780,3097,6.3,42.8,35.9,0:00:06.859201
2023-01-12 20:18:21.904545,35.7,0.0,1.326,41.1,48.0,36.5,768,0,1767,2878,0,13,8714,11608,2930,35.8,16.5,36.5,0,0,0,12,35.8,36.5,780,3097,6.3,42.8,35.8,0:00:07.100999
2023-01-12 20:18:51.687230,35.6,0.0,1.327,41.1,48.0,36.5,780,0,1767,2878,0,13,8714,11608,2930,35.7,16.0,36.5,0,0,0,12,35.7,36.5,774,3097,6.3,42.8,35.7,0:00:06.758386
2023-01-12 20:19:22.686418,35.5,0.0,1.323,41.1,48.0,36.5,780,0,1767,2878,0,13,8714,11608,2930,35.6,16.0,36.5,0,0,0,12,35.6,36.5,774,3097,6.3,42.8,35.6,0:00:06.973471
2023-01-12 20:19:53.566874,35.4,0.0,1.325,41.1,48.0,36.5,786,0,1767,2878,0,13,8714,11608,2930,35.5,16.0,36.5,0,0,0,12,35.5,36.5,774,3097,6.3,42.8,35.4,0:00:06.854170
2023-01-12 20:20:24.475930,35.3,0.0,1.323,41.1,48.0,36.0,768,0,1767,2878,0,13,8714,11608,2930,35.3,16.0,36.0,0,0,0,12,35.3,36.0,774,3097,6.2,42.8,35.3,0:00:06.882788
2023-01-12 20:20:55.364502,35.2,0.0,1.319,41.1,48.0,36.0,768,0,1767,2878,0,13,8714,11608,2930,35.2,16.0,36.0,0,0,0,12,35.2,36.0,768,3097,6.2,42.8,35.2,0:00:06.862999
2023-01-12 20:21:26.134507,35.1,0.0,1.321,41.1,48.0,36.0,774,0,1767,2878,0,13,8714,11608,2930,35.1,16.0,36.0,0,0,0,12,35.1,36.0,768,3097,6.2,42.8,35.1,0:00:06.743839
