local_time,rasp.up-time,rasp.cpu-load,rasp.cpu-t,rasp.ram-usage,rasp.disk-usage_/,rasp.disk-usage_/sys/firmware/efi/efivars,rasp.rssi_TIM-20663717,inverter.run_state,inverter.grid_frequency,inverter.heat_sink_temp,inverter.igbt_module_temp,inverter.environment_temp,inverter.fault_code,inverter.pv1_voltage,inverter.pv1_current,inverter.pv2_voltage,inverter.pv2_current,inverter.grid_v_l1_n,inverter.inverter_v_l1_n,inverter.load_v_l1,inverter.internal_ct_l1_power,inverter.grid_power,inverter.external_ct_l1_power,inverter.inverter_l1_power,inverter.inverter_power,inverter.load_l1_power,inverter.load_power,inverter.battery_temp,inverter.battery_voltage,inverter.battery_soc,inverter.pv1_power,inverter.pv2_power,inverter.battery_power,inverter.battery_current,2nd-floor.voltage,2nd-floor.active-power,2nd-floor.frequency,2nd-floor.import-active-energy,2nd-floor.export-active-energy,2nd-floor.total-active-energy,gnd-floor.voltage,gnd-floor.active-power,gnd-floor.frequency,gnd-floor.import-active-energy,gnd-floor.export-active-energy,gnd-floor.total-active-energy,air-cond.voltage,air-cond.active-power,air-cond.frequency,air-cond.import-active-energy,air-cond.export-active-energy,air-cond.total-active-energy,osmer.obs_time,osmer.temp,osmer.radiation,osmer.humidity,osmer.pressure
2024-05-28T09:02:52.628441,4692.74,2.5,39.0,37.8,43.450687548462966,57.613372802734375,-60,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28/05/2024 06.00 UTC,17.1,344.0,86.0,1003.9
