input_power,day_active_power_peak,accumulated_yield_energy,active_power,daily_yield_energy,power_meter_active_power,grid_accumulated_energy,grid_exported_energy,storage_state_of_capacity,storage_charge_discharge_power,system_time,local_time,sampling_duration
190,7769,6848.64,363,24.29,0,854.1,5874.95,90.0,-172,2022-08-23 18:27:32+00:00,2022-08-23T19:27:40.662959,11.5
201,7769,6848.64,373,24.29,-6,854.1,5874.95,90.0,-157,2022-08-23 18:28:44+00:00,2022-08-23T19:28:51.452749,10.7
211,7769,6848.65,348,24.3,6,854.1,5874.95,90.0,-125,2022-08-23 18:30:03+00:00,2022-08-23T19:30:08.367521,16.9
213,7769,6848.66,329,24.31,0,854.1,5874.95,90.0,-118,2022-08-23 18:31:12+00:00,2022-08-23T19:31:16.944851,8.6
212,7769,6848.66,327,24.31,-4,854.1,5874.95,90.0,-42,2022-08-23 18:32:22+00:00,2022-08-23T19:32:27.954822,10.9
205,7769,6848.67,240,24.32,-19,854.1,5874.95,90.0,-36,2022-08-23 18:33:33+00:00,2022-08-23T19:33:38.388534,10.4
201,7769,6848.67,250,24.32,4,854.1,5874.95,90.0,-53,2022-08-23 18:34:42+00:00,2022-08-23T19:34:47.287778,8.8
187,7769,6848.68,229,24.33,0,854.1,5874.95,90.0,-42,2022-08-23 18:35:51+00:00,2022-08-23T19:35:56.948147,9.6
186,7769,6848.68,230,24.33,2,854.1,5874.95,89.0,-45,2022-08-23 18:37:01+00:00,2022-08-23T19:37:07.002794,10.0
174,7769,6848.69,238,24.34,-5,854.1,5874.95,89.0,-63,2022-08-23 18:38:12+00:00,2022-08-23T19:38:17.120747,10.1
166,7769,6848.69,208,24.34,58,854.1,5874.95,89.0,-37,2022-08-23 18:39:26+00:00,2022-08-23T19:39:30.964256,13.8
165,7769,6848.69,143,24.34,2,854.1,5874.95,89.0,96,2022-08-23 18:40:36+00:00,2022-08-23T19:40:41.947252,10.9
195,7769,6848.7,78,24.35,-24,854.1,5874.95,89.0,128,2022-08-23 18:41:45+00:00,2022-08-23T19:41:50.353460,8.4
224,7769,6848.7,462,24.35,-5,854.1,5874.95,89.0,-246,2022-08-23 18:42:56+00:00,2022-08-23T19:43:01.033777,10.7
241,7769,6848.71,459,24.36,-8,854.1,5874.95,89.0,-216,2022-08-23 18:44:06+00:00,2022-08-23T19:44:11.358108,10.3
247,7769,6848.72,531,24.37,-997,854.1,5874.95,89.0,-288,2022-08-23 18:45:15+00:00,2022-08-23T19:45:20.799887,9.4
244,7769,6848.73,652,24.38,20,854.1,5874.95,89.0,-389,2022-08-23 18:46:26+00:00,2022-08-23T19:46:31.916644,11.1
215,7769,6848.75,608,24.4,3,854.1,5874.95,89.0,-435,2022-08-23 18:47:37+00:00,2022-08-23T19:47:42.049751,10.1
197,7769,6848.76,645,24.41,9,854.1,5874.95,89.0,-468,2022-08-23 18:48:47+00:00,2022-08-23T19:48:53.119156,11.0
166,7769,6848.77,667,24.42,0,854.1,5874.95,89.0,-494,2022-08-23 18:49:56+00:00,2022-08-23T19:50:02.450723,9.3
141,7769,6848.78,627,24.43,3,854.1,5874.95,89.0,-486,2022-08-23 18:51:07+00:00,2022-08-23T19:51:12.823575,10.3
121,7769,6848.8,599,24.45,-8,854.1,5874.95,89.0,-480,2022-08-23 18:52:17+00:00,2022-08-23T19:52:22.022622,9.1
103,7769,6848.81,1250,24.46,0,854.1,5874.95,89.0,-1228,2022-08-23 18:53:28+00:00,2022-08-23T19:53:34.043643,12.0
79,7769,6848.83,1314,24.49,1,854.1,5874.95,89.0,-1231,2022-08-23 18:54:39+00:00,2022-08-23T19:54:43.878807,9.8
59,7769,6848.86,1304,24.51,-10,854.1,5874.95,89.0,-1248,2022-08-23 18:55:48+00:00,2022-08-23T19:55:53.556397,9.6
41,7769,6848.89,1306,24.54,-7,854.1,5874.95,89.0,-1268,2022-08-23 18:56:59+00:00,2022-08-23T19:57:04.155580,10.6
27,7769,6848.91,1323,24.56,22,854.1,5874.95,89.0,-1307,2022-08-23 18:58:11+00:00,2022-08-23T19:58:15.713515,11.5
20,7769,6848.93,899,24.58,-1,854.1,5874.95,89.0,-882,2022-08-23 18:59:19+00:00,2022-08-23T19:59:25.221964,9.4
13,7769,6848.95,903,24.6,-3,854.1,5874.95,89.0,-890,2022-08-23 19:00:31+00:00,2022-08-23T20:00:35.940037,10.7
4,7769,6848.96,285,24.61,1,854.1,5874.95,89.0,-284,2022-08-23 19:01:40+00:00,2022-08-23T20:01:45.387168,9.4
2,7769,6848.97,310,24.62,1,854.1,5874.95,89.0,-323,2022-08-23 19:02:51+00:00,2022-08-23T20:02:55.254437,9.8
0,7769,6848.98,448,24.63,-1,854.1,5874.95,89.0,-447,2022-08-23 19:04:01+00:00,2022-08-23T20:04:05.936860,10.6
0,7769,6848.98,433,24.63,1,854.1,5874.95,89.0,-432,2022-08-23 19:05:11+00:00,2022-08-23T20:05:16.477948,10.5
0,7769,6848.99,375,24.64,0,854.1,5874.95,88.0,-376,2022-08-23 19:06:22+00:00,2022-08-23T20:06:28.802059,12.3
0,7769,6849.0,373,24.65,0,854.1,5874.95,88.0,-371,2022-08-23 19:07:34+00:00,2022-08-23T20:07:39.892499,11.0
0,7769,6849.01,280,24.66,-1,854.1,5874.95,88.0,-281,2022-08-23 19:08:44+00:00,2022-08-23T20:08:48.865491,8.9
0,7769,6849.01,283,24.66,0,854.1,5874.95,88.0,-284,2022-08-23 19:09:52+00:00,2022-08-23T20:09:58.282032,9.4
0,7769,6849.02,287,24.67,-2,854.1,5874.95,88.0,-285,2022-08-23 19:11:04+00:00,2022-08-23T20:11:09.025491,10.7
0,7769,6849.02,289,24.67,1,854.1,5874.95,88.0,-288,2022-08-23 19:12:14+00:00,2022-08-23T20:12:19.462861,10.4
0,7769,6849.03,286,24.68,0,854.1,5874.95,88.0,-289,2022-08-23 19:13:24+00:00,2022-08-23T20:13:29.476293,10.0
0,7769,6849.04,290,24.69,0,854.1,5874.95,88.0,-289,2022-08-23 19:14:33+00:00,2022-08-23T20:14:38.666283,9.1
0,7769,6849.04,293,24.69,34,854.1,5874.95,88.0,-258,2022-08-23 19:15:44+00:00,2022-08-23T20:15:48.335984,9.6
0,7769,6849.05,236,24.7,-2,854.1,5874.95,88.0,-236,2022-08-23 19:16:54+00:00,2022-08-23T20:17:00.418816,12.0
0,7769,6849.05,234,24.7,0,854.1,5874.95,88.0,-232,2022-08-23 19:18:05+00:00,2022-08-23T20:18:10.401072,9.9
0,7769,6849.05,230,24.71,0,854.1,5874.95,88.0,-228,2022-08-23 19:19:16+00:00,2022-08-23T20:19:20.455759,10.0
0,7769,6849.06,237,24.71,-1,854.1,5874.95,88.0,-240,2022-08-23 19:20:26+00:00,2022-08-23T20:20:31.804593,11.3
0,7769,6849.06,240,24.71,131,854.1,5874.95,88.0,-449,2022-08-23 19:21:36+00:00,2022-08-23T20:21:41.717010,9.9
0,7769,6849.07,327,24.72,-7,854.1,5874.95,88.0,-323,2022-08-23 19:22:45+00:00,2022-08-23T20:22:49.847010,8.1
0,7769,6849.08,320,24.73,2,854.1,5874.95,88.0,-322,2022-08-23 19:23:55+00:00,2022-08-23T20:24:00.801892,10.9
0,7769,6849.08,319,24.73,0,854.1,5874.95,88.0,-320,2022-08-23 19:25:08+00:00,2022-08-23T20:25:13.865073,13.0
0,7769,6849.09,329,24.74,-3,854.1,5874.95,88.0,-332,2022-08-23 19:26:21+00:00,2022-08-23T20:26:26.130881,12.2
0,7769,6849.1,215,24.75,-3,854.1,5874.95,88.0,-199,2022-08-23 19:27:30+00:00,2022-08-23T20:27:36.004187,9.8
0,7769,6849.1,379,24.75,-11,854.1,5874.95,88.0,-409,2022-08-23 19:28:42+00:00,2022-08-23T20:28:47.784804,11.7
0,7769,6849.11,384,24.76,-1,854.1,5874.95,88.0,-383,2022-08-23 19:29:52+00:00,2022-08-23T20:29:58.230848,10.4
0,7769,6849.12,386,24.77,-1,854.1,5874.95,88.0,-386,2022-08-23 19:31:03+00:00,2022-08-23T20:31:08.896557,10.6
0,7769,6849.12,387,24.77,0,854.1,5874.95,88.0,-388,2022-08-23 19:32:12+00:00,2022-08-23T20:32:17.841303,8.9
0,7769,6849.13,364,24.78,0,854.1,5874.95,88.0,-366,2022-08-23 19:33:24+00:00,2022-08-23T20:33:29.314083,11.4
0,7769,6849.14,366,24.79,0,854.1,5874.95,88.0,-363,2022-08-23 19:34:34+00:00,2022-08-23T20:34:40.499782,11.1
0,7769,6849.15,363,24.8,-2,854.1,5874.95,88.0,-360,2022-08-23 19:35:45+00:00,2022-08-23T20:35:50.618178,10.1
0,7769,6849.15,378,24.8,-1,854.1,5874.95,88.0,-376,2022-08-23 19:36:56+00:00,2022-08-23T20:37:00.072508,9.4
0,7769,6849.16,365,24.81,-1,854.1,5874.95,88.0,-364,2022-08-23 19:38:05+00:00,2022-08-23T20:38:10.841514,10.8
0,7769,6849.17,363,24.82,1,854.1,5874.95,88.0,-363,2022-08-23 19:39:16+00:00,2022-08-23T20:39:20.964872,10.1
0,7769,6849.17,467,24.82,0,854.1,5874.95,88.0,-465,2022-08-23 19:40:26+00:00,2022-08-23T20:40:30.794598,9.8
0,7769,6849.18,457,24.83,0,854.1,5874.95,88.0,-454,2022-08-23 19:41:35+00:00,2022-08-23T20:41:40.826974,10.0
0,7769,6849.19,454,24.84,0,854.1,5874.95,87.0,-450,2022-08-23 19:42:46+00:00,2022-08-23T20:42:52.836052,12.0
0,7769,6849.2,449,24.85,0,854.1,5874.95,87.0,-451,2022-08-23 19:44:00+00:00,2022-08-23T20:44:05.398248,12.5
0,7769,6849.21,360,24.86,0,854.1,5874.95,87.0,-362,2022-08-23 19:45:11+00:00,2022-08-23T20:45:17.020795,11.6
0,7769,6849.22,362,24.87,0,854.1,5874.95,87.0,-360,2022-08-23 19:46:22+00:00,2022-08-23T20:46:27.586368,10.5
0,7769,6849.23,362,24.88,0,854.1,5874.95,87.0,-361,2022-08-23 19:47:34+00:00,2022-08-23T20:47:39.387013,11.7
0,7769,6849.23,364,24.88,0,854.1,5874.95,87.0,-362,2022-08-23 19:48:43+00:00,2022-08-23T20:48:47.646177,8.2
0,7769,6849.24,364,24.89,0,854.1,5874.95,87.0,-363,2022-08-23 19:49:52+00:00,2022-08-23T20:49:57.542396,9.9
0,7769,6849.25,361,24.9,-1,854.1,5874.95,87.0,-360,2022-08-23 19:51:04+00:00,2022-08-23T20:51:08.966348,11.4
0,7769,6849.25,366,24.9,-8,854.1,5874.95,87.0,-372,2022-08-23 19:52:13+00:00,2022-08-23T20:52:20.216856,11.2
0,7769,6849.26,495,24.91,-9,854.1,5874.95,87.0,-489,2022-08-23 19:53:26+00:00,2022-08-23T20:53:30.980126,10.7
0,7769,6849.27,476,24.92,-1,854.1,5874.95,87.0,-480,2022-08-23 19:54:33+00:00,2022-08-23T20:54:39.769261,8.7
0,7769,6849.28,491,24.93,13,854.1,5874.95,87.0,-498,2022-08-23 19:55:44+00:00,2022-08-23T20:55:49.862572,10.1
0,7769,6849.29,478,24.94,-3,854.1,5874.95,87.0,-479,2022-08-23 19:56:53+00:00,2022-08-23T20:56:59.291898,9.4
0,7769,6849.3,478,24.95,-7,854.1,5874.95,87.0,-491,2022-08-23 19:58:05+00:00,2022-08-23T20:58:10.108859,10.8
0,7769,6849.31,587,24.96,-8,854.1,5874.95,87.0,-588,2022-08-23 19:59:14+00:00,2022-08-23T20:59:18.828299,8.7
0,7769,6849.32,591,24.97,19,854.1,5874.95,87.0,-591,2022-08-23 20:00:23+00:00,2022-08-23T21:00:29.299526,10.4
0,7769,6849.33,613,24.98,0,854.1,5874.95,87.0,-612,2022-08-23 20:01:34+00:00,2022-08-23T21:01:39.867459,10.6
0,7769,6849.34,514,24.99,5,854.1,5874.95,87.0,-519,2022-08-23 20:02:46+00:00,2022-08-23T21:02:51.785008,11.9
0,7769,6849.35,438,25.0,8,854.1,5874.95,87.0,-438,2022-08-23 20:03:55+00:00,2022-08-23T21:04:00.310783,8.5
0,7769,6849.36,455,25.01,8,854.1,5874.95,87.0,-474,2022-08-23 20:05:08+00:00,2022-08-23T21:05:13.861641,13.5
0,7769,6849.37,454,25.02,8,854.1,5874.95,87.0,-445,2022-08-23 20:06:19+00:00,2022-08-23T21:06:24.825118,10.9
0,7769,6849.38,423,25.03,-32,854.1,5874.95,87.0,-426,2022-08-23 20:07:30+00:00,2022-08-23T21:07:35.807847,10.9
