Total input power,Load power,Grid power,Total battery power,Total active power,Input power,Peak active power of current day,Active power,Accumulated energy yield,Daily energy yield,[Power meter collection] Active power,Positive active electricity,Reverse active power,[Energy storage] SOC,[Energy storage] Charge/Discharge power,[Energy storage] Current-day charge capacity,[Energy storage] Current-day discharge capacity,System time,[Backup] Switch to off-grid
7.091,0.191,-6.9,0.0,0.0,5.266,5.477,5.266,6921.56,2.94,6915.0,5939.83,854.53,95.0,0.0,12.41,2.8,1661514463.0,0.0
7.115,0.165,-6.95,0.0,0.0,0.976,5.477,1.043,6921.65,3.02,1580.0,5939.95,854.53,95.0,0.0,12.41,2.8,1661514534.0,0.0
