input_power,day_active_power_peak,active_power,accumulated_yield_energy,daily_yield_energy,power_meter_active_power,grid_exported_energy,grid_accumulated_energy,storage_state_of_capacity,storage_charge_discharge_power,storage_current_day_charge_capacity,storage_current_day_discharge_capacity,system_time,backup_switch_to_off_grid,local_time,sampling_duration
2262,7023,2262,6906.86,13.89,2972,5930.35,854.45,95.0,0,11.92,2.62,2022-08-25 14:47:24+00:00,0,2022-08-25T15:47:30.453908,3.1
2284,7023,2284,6906.9,13.93,3006,5930.41,854.45,95.0,0,11.92,2.62,2022-08-25 14:48:28+00:00,0,2022-08-25T15:48:33.724413,3.2
2291,7023,2291,6906.94,13.97,3010,5930.45,854.45,95.0,0,11.92,2.62,2022-08-25 14:49:31+00:00,0,2022-08-25T15:49:36.868780,3.1
2319,7023,2319,6906.98,14.01,2853,5930.5,854.45,95.0,0,11.92,2.62,2022-08-25 14:50:34+00:00,0,2022-08-25T15:50:40.063414,3.1
2313,7023,2313,6907.02,14.05,3052,5930.56,854.45,95.0,0,11.92,2.62,2022-08-25 14:51:37+00:00,0,2022-08-25T15:51:43.535054,3.4
2395,7023,2395,6907.06,14.09,3165,5930.62,854.45,95.0,0,11.92,2.62,2022-08-25 14:52:41+00:00,0,2022-08-25T15:52:46.768849,3.2
2632,7023,2632,6907.11,14.14,3481,5930.68,854.45,95.0,0,11.92,2.62,2022-08-25 14:53:45+00:00,0,2022-08-25T15:53:49.982644,3.2
3203,7023,3203,6907.17,14.2,4399,5930.75,854.45,95.0,0,11.92,2.62,2022-08-25 14:54:49+00:00,0,2022-08-25T15:54:53.115377,3.1
3577,7023,3577,6907.24,14.27,4497,5930.83,854.45,95.0,0,11.92,2.62,2022-08-25 14:55:51+00:00,0,2022-08-25T15:55:56.172328,3.0
2978,7023,2978,6907.29,14.32,3836,5930.91,854.45,95.0,0,11.92,2.62,2022-08-25 14:56:54+00:00,0,2022-08-25T15:56:59.310217,3.1
3655,7023,3655,6907.34,14.37,4799,5930.97,854.45,95.0,0,11.92,2.62,2022-08-25 14:57:58+00:00,0,2022-08-25T15:58:02.445152,3.1
2928,7023,2928,6907.4,14.43,3757,5931.04,854.45,95.0,0,11.92,2.62,2022-08-25 14:59:01+00:00,0,2022-08-25T15:59:05.608136,3.1
2815,7023,2815,6907.45,14.48,3562,5931.12,854.45,95.0,0,11.92,2.62,2022-08-25 15:00:03+00:00,0,2022-08-25T16:00:08.991219,3.3
4008,7023,4008,6907.51,14.54,5280,5931.18,854.45,95.0,0,11.92,2.62,2022-08-25 15:01:06+00:00,0,2022-08-25T16:01:12.147049,3.2
4194,7023,4194,6907.58,14.61,5323,5931.29,854.45,95.0,0,11.92,2.62,2022-08-25 15:02:10+00:00,0,2022-08-25T16:02:15.462246,3.3
3456,7023,3456,6907.65,14.68,4326,5931.37,854.45,95.0,0,11.92,2.62,2022-08-25 15:03:13+00:00,0,2022-08-25T16:03:18.763374,3.2
3306,7023,3306,6907.71,14.74,4223,5931.45,854.45,95.0,0,11.92,2.62,2022-08-25 15:04:17+00:00,0,2022-08-25T16:04:22.199402,3.4
2762,7023,2762,6907.76,14.79,3548,5931.52,854.45,95.0,0,11.92,2.62,2022-08-25 15:05:20+00:00,0,2022-08-25T16:05:25.259574,3.0
2233,7023,2233,6907.8,14.83,2872,5931.58,854.45,95.0,0,11.92,2.62,2022-08-25 15:06:22+00:00,0,2022-08-25T16:06:28.280755,3.0
2206,7023,2206,6907.84,14.87,2832,5931.62,854.45,95.0,0,11.92,2.62,2022-08-25 15:07:25+00:00,0,2022-08-25T16:07:31.470820,3.1
2158,7023,2158,6907.88,14.91,2774,5931.66,854.45,95.0,0,11.92,2.62,2022-08-25 15:08:29+00:00,0,2022-08-25T16:08:34.611999,3.1
2127,7023,2127,6907.92,14.95,2733,5931.72,854.45,95.0,0,11.92,2.62,2022-08-25 15:09:33+00:00,0,2022-08-25T16:09:37.564036,2.9
2069,7023,2069,6907.96,14.99,2653,5931.77,854.45,95.0,0,11.92,2.62,2022-08-25 15:10:37+00:00,0,2022-08-25T16:10:40.657257,3.0
2041,7023,2041,6907.99,15.02,2621,5931.81,854.45,95.0,0,11.92,2.62,2022-08-25 15:11:40+00:00,0,2022-08-25T16:11:43.859430,3.2
2046,7023,2046,6908.03,15.06,2623,5931.85,854.45,95.0,0,11.92,2.62,2022-08-25 15:12:43+00:00,0,2022-08-25T16:12:46.813566,2.9
2047,7023,2047,6908.06,15.09,2637,5931.91,854.45,95.0,0,11.92,2.62,2022-08-25 15:13:45+00:00,0,2022-08-25T16:13:49.886768,3.0
2068,7023,2068,6908.1,15.13,2664,5931.95,854.45,95.0,0,11.92,2.62,2022-08-25 15:14:49+00:00,0,2022-08-25T16:14:53.109955,3.2
2063,7023,2063,6908.14,15.17,2643,5932.0,854.45,95.0,0,11.92,2.62,2022-08-25 15:15:52+00:00,0,2022-08-25T16:15:56.354255,3.2
2057,7023,2057,6908.17,15.2,2646,5932.04,854.45,95.0,0,11.92,2.62,2022-08-25 15:16:55+00:00,0,2022-08-25T16:16:59.458357,3.0
2039,7023,2039,6908.21,15.24,2609,5932.08,854.45,95.0,0,11.92,2.62,2022-08-25 15:17:57+00:00,0,2022-08-25T16:18:02.486605,3.0
2015,7023,2015,6908.24,15.27,2484,5932.14,854.45,95.0,0,11.92,2.62,2022-08-25 15:19:01+00:00,0,2022-08-25T16:19:05.612718,3.1
1998,7023,1998,6908.28,15.31,2466,5932.18,854.45,95.0,0,11.92,2.62,2022-08-25 15:20:04+00:00,0,2022-08-25T16:20:08.648921,3.0
2004,7023,2005,6908.31,15.34,2479,5932.22,854.45,95.0,0,11.92,2.62,2022-08-25 15:21:08+00:00,0,2022-08-25T16:21:11.731116,3.0
2038,7023,2038,6908.35,15.38,2524,5932.27,854.45,95.0,0,11.92,2.62,2022-08-25 15:22:11+00:00,0,2022-08-25T16:22:14.892359,3.1
2060,7023,2060,6908.38,15.41,2626,5932.31,854.45,95.0,0,11.92,2.62,2022-08-25 15:23:14+00:00,0,2022-08-25T16:23:18.132585,3.2
1967,7023,1967,6908.42,15.45,2520,5932.35,854.45,95.0,0,11.92,2.62,2022-08-25 15:24:16+00:00,0,2022-08-25T16:24:21.136908,2.9
1905,7023,1905,6908.45,15.48,2442,5932.39,854.45,95.0,0,11.92,2.62,2022-08-25 15:25:20+00:00,0,2022-08-25T16:25:24.247037,3.1
1877,7023,1877,6908.49,15.52,2390,5932.43,854.45,95.0,0,11.92,2.62,2022-08-25 15:26:23+00:00,0,2022-08-25T16:26:27.549249,3.2
1845,7023,1845,6908.52,15.55,2356,5932.47,854.45,95.0,0,11.92,2.62,2022-08-25 15:27:27+00:00,0,2022-08-25T16:27:30.819497,3.2
1826,7023,1826,6908.55,15.58,2386,5932.52,854.45,95.0,0,11.92,2.62,2022-08-25 15:28:30+00:00,0,2022-08-25T16:28:33.933413,3.1
1835,7023,1835,6908.58,15.61,2398,5932.56,854.45,95.0,0,11.92,2.62,2022-08-25 15:29:33+00:00,0,2022-08-25T16:29:36.960903,3.0
1852,7023,1852,6908.62,15.65,2427,5932.6,854.45,95.0,0,11.92,2.62,2022-08-25 15:30:35+00:00,0,2022-08-25T16:30:40.021089,3.1
1853,7023,1853,6908.65,15.68,2423,5932.64,854.45,95.0,0,11.92,2.62,2022-08-25 15:31:39+00:00,0,2022-08-25T16:31:43.174405,3.1
1828,7023,1828,6908.68,15.71,2395,5932.7,854.45,95.0,0,11.92,2.62,2022-08-25 15:32:42+00:00,0,2022-08-25T16:32:46.354557,3.1
1833,7023,1835,6908.71,15.74,2398,5932.74,854.45,95.0,0,11.92,2.62,2022-08-25 15:33:45+00:00,0,2022-08-25T16:33:49.608781,3.2
1866,7023,1879,6908.75,15.78,2454,5932.77,854.45,95.0,0,11.92,2.62,2022-08-25 15:34:49+00:00,0,2022-08-25T16:34:52.874940,3.2
1990,7023,1990,6908.78,15.81,2534,5932.81,854.45,95.0,0,11.92,2.62,2022-08-25 15:35:52+00:00,0,2022-08-25T16:35:55.815195,2.9
1911,7023,1911,6908.81,15.84,2368,5932.87,854.45,95.0,0,11.92,2.62,2022-08-25 15:36:54+00:00,0,2022-08-25T16:36:58.987467,3.1
1917,7023,1917,6908.85,15.88,2373,5932.91,854.45,95.0,0,11.92,2.62,2022-08-25 15:37:58+00:00,0,2022-08-25T16:38:02.130770,3.1
2076,7023,2063,6908.88,15.91,2558,5932.95,854.45,95.0,0,11.92,2.62,2022-08-25 15:39:01+00:00,0,2022-08-25T16:39:05.427997,3.3
2250,7023,2250,6908.92,15.95,2705,5933.0,854.45,95.0,0,11.92,2.62,2022-08-25 15:40:04+00:00,0,2022-08-25T16:40:08.711136,3.3
2267,7023,2267,6908.96,15.99,2900,5933.04,854.45,95.0,0,11.92,2.62,2022-08-25 15:41:07+00:00,0,2022-08-25T16:41:12.001461,3.2
1972,7023,1972,6909.0,16.03,2515,5933.1,854.45,95.0,0,11.92,2.62,2022-08-25 15:42:11+00:00,0,2022-08-25T16:42:15.355540,3.3
1755,7023,1755,6909.03,16.06,2217,5933.14,854.45,95.0,0,11.92,2.62,2022-08-25 15:43:14+00:00,0,2022-08-25T16:43:18.403795,3.0
1548,7023,1548,6909.06,16.09,1962,5933.18,854.45,95.0,0,11.92,2.62,2022-08-25 15:44:17+00:00,0,2022-08-25T16:44:21.436022,3.0
1369,7023,1369,6909.09,16.12,1728,5933.2,854.45,95.0,0,11.92,2.62,2022-08-25 15:45:19+00:00,0,2022-08-25T16:45:24.566181,3.1
1293,7023,1293,6909.11,16.14,1630,5933.24,854.45,95.0,0,11.92,2.62,2022-08-25 15:46:22+00:00,0,2022-08-25T16:46:27.638244,3.0
1259,7023,1259,6909.13,16.16,1579,5933.27,854.45,95.0,0,11.92,2.62,2022-08-25 15:47:25+00:00,0,2022-08-25T16:47:30.886736,3.2
1231,7023,1231,6909.15,16.18,1544,5933.29,854.45,95.0,0,11.92,2.62,2022-08-25 15:48:29+00:00,0,2022-08-25T16:48:33.931866,3.0
1212,7023,1212,6909.17,16.2,1516,5933.31,854.45,95.0,0,11.92,2.62,2022-08-25 15:49:32+00:00,0,2022-08-25T16:49:36.970011,3.0
1192,7023,1192,6909.2,16.23,1484,5933.35,854.45,95.0,0,11.92,2.62,2022-08-25 15:50:35+00:00,0,2022-08-25T16:50:40.109279,3.1
1174,7023,1174,6909.22,16.25,1460,5933.37,854.45,95.0,0,11.92,2.62,2022-08-25 15:51:39+00:00,0,2022-08-25T16:51:43.326558,3.2
1157,7023,1157,6909.24,16.27,1433,5933.39,854.45,95.0,0,11.92,2.62,2022-08-25 15:52:42+00:00,0,2022-08-25T16:52:46.560818,3.2
1138,7023,1138,6909.26,16.29,1415,5933.41,854.45,95.0,0,11.92,2.62,2022-08-25 15:53:46+00:00,0,2022-08-25T16:53:49.639776,3.0
1128,7023,1128,6909.28,16.31,1300,5933.45,854.45,95.0,0,11.92,2.62,2022-08-25 15:54:49+00:00,0,2022-08-25T16:54:52.683290,3.0
1116,7023,1116,6909.3,16.33,1293,5933.47,854.45,95.0,0,11.92,2.62,2022-08-25 15:55:52+00:00,0,2022-08-25T16:55:55.734518,3.0
1107,7023,1107,6909.32,16.35,1285,5933.49,854.45,95.0,0,11.92,2.62,2022-08-25 15:56:54+00:00,0,2022-08-25T16:56:58.791673,3.0
1098,7023,1098,6909.34,16.37,1282,5933.5,854.45,95.0,0,11.92,2.62,2022-08-25 15:57:57+00:00,0,2022-08-25T16:58:01.970929,3.1
1100,7023,1100,6909.35,16.38,1278,5933.54,854.45,95.0,0,11.92,2.62,2022-08-25 15:59:00+00:00,0,2022-08-25T16:59:05.037149,3.0
1101,7023,1101,6909.37,16.4,1421,5933.56,854.45,95.0,0,11.92,2.62,2022-08-25 16:00:04+00:00,0,2022-08-25T17:00:08.057560,3.0
1116,7023,1116,6909.39,16.42,1434,5933.58,854.45,95.0,0,11.92,2.62,2022-08-25 16:01:07+00:00,0,2022-08-25T17:01:11.097613,3.0
1125,7023,1127,6909.41,16.44,1455,5933.6,854.45,95.0,0,11.92,2.62,2022-08-25 16:02:09+00:00,0,2022-08-25T17:02:14.210657,3.1
1144,7023,1144,6909.43,16.46,1467,5933.64,854.45,95.0,0,11.92,2.62,2022-08-25 16:03:12+00:00,0,2022-08-25T17:03:17.421993,3.2
1159,7023,1159,6909.45,16.48,1495,5933.66,854.45,95.0,0,11.92,2.62,2022-08-25 16:04:16+00:00,0,2022-08-25T17:04:20.594210,3.1
1174,7023,1174,6909.47,16.5,1330,5933.68,854.45,95.0,0,11.92,2.62,2022-08-25 16:05:19+00:00,0,2022-08-25T17:05:23.863482,3.2
1208,7023,1208,6909.49,16.52,1377,5933.7,854.45,95.0,0,11.92,2.62,2022-08-25 16:06:23+00:00,0,2022-08-25T17:06:26.907746,3.0
1249,7023,1249,6909.52,16.55,1427,5933.74,854.45,95.0,0,11.92,2.62,2022-08-25 16:07:26+00:00,0,2022-08-25T17:07:29.891833,2.9
1282,7023,1282,6909.54,16.57,1468,5933.75,854.45,95.0,0,11.92,2.62,2022-08-25 16:08:28+00:00,0,2022-08-25T17:08:32.972127,3.0
1294,7023,1294,6909.56,16.59,1482,5933.79,854.45,95.0,0,11.92,2.62,2022-08-25 16:09:32+00:00,0,2022-08-25T17:09:36.004337,3.0
1297,7023,1297,6909.58,16.61,1479,5933.81,854.45,95.0,0,11.92,2.62,2022-08-25 16:10:33+00:00,0,2022-08-25T17:10:39.162578,3.1
1277,7023,1277,6909.61,16.64,1458,5933.83,854.45,95.0,0,11.92,2.62,2022-08-25 16:11:37+00:00,0,2022-08-25T17:11:42.275761,3.1
1249,7023,1249,6909.63,16.66,1309,5933.85,854.45,95.0,0,11.92,2.62,2022-08-25 16:12:40+00:00,0,2022-08-25T17:12:45.286044,3.0
1211,7023,1211,6909.65,16.68,1271,5933.89,854.45,95.0,0,11.92,2.62,2022-08-25 16:13:42+00:00,0,2022-08-25T17:13:48.321376,3.0
1187,7023,1186,6909.67,16.7,1257,5933.91,854.45,95.0,0,11.92,2.62,2022-08-25 16:14:45+00:00,0,2022-08-25T17:14:51.564177,3.2
1170,7023,1170,6909.69,16.72,1226,5933.93,854.45,95.0,0,11.92,2.62,2022-08-25 16:15:50+00:00,0,2022-08-25T17:15:54.771620,3.1
1144,7023,1144,6909.71,16.74,1198,5933.95,854.45,95.0,0,11.92,2.62,2022-08-25 16:16:53+00:00,0,2022-08-25T17:16:57.987871,3.2
1113,7023,1113,6909.73,16.76,1252,5933.97,854.45,95.0,0,11.92,2.62,2022-08-25 16:17:57+00:00,0,2022-08-25T17:18:01.154109,3.1
1084,7023,1084,6909.75,16.78,1155,5933.99,854.45,95.0,0,11.92,2.62,2022-08-25 16:19:00+00:00,0,2022-08-25T17:19:04.323391,3.1
1049,7023,1049,6909.77,16.8,1048,5934.0,854.45,95.0,0,11.92,2.62,2022-08-25 16:20:04+00:00,0,2022-08-25T17:20:07.476895,3.1
1011,7023,1011,6909.79,16.82,1040,5934.02,854.45,95.0,0,11.92,2.62,2022-08-25 16:21:07+00:00,0,2022-08-25T17:21:10.828666,3.3
977,7023,977,6909.8,16.83,985,5934.04,854.45,95.0,0,11.92,2.62,2022-08-25 16:22:10+00:00,0,2022-08-25T17:22:14.199925,3.3
947,7023,947,6909.82,16.85,804,5934.06,854.45,95.0,0,11.92,2.62,2022-08-25 16:23:12+00:00,0,2022-08-25T17:23:17.516215,3.3
918,7023,918,6909.84,16.87,275,5934.08,854.45,95.0,0,11.92,2.62,2022-08-25 16:24:17+00:00,0,2022-08-25T17:24:21.033485,3.5
896,7023,896,6909.85,16.88,199,5934.08,854.45,95.0,0,11.92,2.62,2022-08-25 16:25:20+00:00,0,2022-08-25T17:25:24.223246,3.1
875,7023,875,6909.87,16.9,256,5934.08,854.45,95.0,0,11.92,2.62,2022-08-25 16:26:22+00:00,0,2022-08-25T17:26:27.353318,3.1
863,7023,863,6909.89,16.92,476,5934.08,854.45,95.0,0,11.92,2.62,2022-08-25 16:27:25+00:00,0,2022-08-25T17:27:30.376245,3.0
849,7023,849,6909.9,16.93,424,5934.1,854.45,95.0,0,11.92,2.62,2022-08-25 16:28:29+00:00,0,2022-08-25T17:28:33.399625,3.0
846,7023,912,6909.92,16.94,-120,5934.1,854.45,95.0,-66,11.92,2.62,2022-08-25 16:29:32+00:00,0,2022-08-25T17:29:36.492745,3.1
848,7023,1070,6909.93,16.96,-37,5934.1,854.45,95.0,-264,11.92,2.62,2022-08-25 16:30:35+00:00,0,2022-08-25T17:30:39.618647,3.1
847,7023,1119,6909.95,16.98,0,5934.1,854.45,95.0,-272,11.92,2.62,2022-08-25 16:31:38+00:00,0,2022-08-25T17:31:42.768996,3.1
833,7023,969,6909.97,17.0,-8,5934.1,854.45,95.0,-136,11.92,2.63,2022-08-25 16:32:42+00:00,0,2022-08-25T17:32:45.882673,3.1
830,7023,836,6909.99,17.02,-21,5934.1,854.45,95.0,-9,11.92,2.63,2022-08-25 16:33:45+00:00,0,2022-08-25T17:33:49.189840,3.2
818,7023,820,6910.0,17.03,0,5934.1,854.45,95.0,-3,11.92,2.63,2022-08-25 16:34:49+00:00,0,2022-08-25T17:34:52.527917,3.3
792,7023,792,6910.02,17.05,60,5934.1,854.45,95.0,0,11.92,2.64,2022-08-25 16:35:50+00:00,0,2022-08-25T17:35:55.605574,3.1
779,7023,779,6910.03,17.06,-37,5934.1,854.45,95.0,0,11.92,2.64,2022-08-25 16:36:53+00:00,0,2022-08-25T17:36:58.653553,3.0
763,7023,763,6910.04,17.07,8,5934.1,854.45,95.0,0,11.92,2.64,2022-08-25 16:37:57+00:00,0,2022-08-25T17:38:01.670190,3.0
761,7023,795,6910.06,17.09,7,5934.1,854.45,95.0,-34,11.92,2.64,2022-08-25 16:39:00+00:00,0,2022-08-25T17:39:04.719674,3.0
748,7023,810,6910.07,17.1,-17,5934.1,854.45,95.0,-62,11.92,2.64,2022-08-25 16:40:02+00:00,0,2022-08-25T17:40:07.751238,3.0
744,7023,831,6910.09,17.12,7,5934.1,854.45,95.0,-74,11.92,2.65,2022-08-25 16:41:05+00:00,0,2022-08-25T17:41:10.911652,3.1
736,7023,842,6910.1,17.13,1,5934.1,854.45,95.0,-106,11.92,2.65,2022-08-25 16:42:09+00:00,0,2022-08-25T17:42:15.041001,4.1
734,7023,875,6910.12,17.15,-5,5934.1,854.45,95.0,-141,11.92,2.65,2022-08-25 16:43:13+00:00,0,2022-08-25T17:43:18.122093,3.1
728,7023,874,6910.13,17.16,-13,5934.1,854.45,95.0,-146,11.92,2.65,2022-08-25 16:44:17+00:00,0,2022-08-25T17:44:21.319312,3.1
725,7023,887,6910.15,17.18,-7,5934.1,854.45,95.0,-154,11.92,2.65,2022-08-25 16:45:19+00:00,0,2022-08-25T17:45:24.700453,3.3
718,7023,895,6910.16,17.19,-25,5934.1,854.45,95.0,-182,11.92,2.65,2022-08-25 16:46:24+00:00,0,2022-08-25T17:46:27.926574,3.2
709,7023,890,6910.18,17.21,-14,5934.1,854.45,95.0,-181,11.92,2.66,2022-08-25 16:47:26+00:00,0,2022-08-25T17:47:31.161604,3.2
694,7023,926,6910.2,17.23,-74,5934.1,854.45,95.0,-232,11.92,2.66,2022-08-25 16:48:30+00:00,0,2022-08-25T17:48:34.336611,3.2
681,7023,1029,6910.21,17.24,-9,5934.1,854.45,95.0,-352,11.92,2.67,2022-08-25 16:49:34+00:00,0,2022-08-25T17:49:37.528565,3.1
667,7023,1042,6910.23,17.26,3,5934.1,854.45,95.0,-375,11.92,2.67,2022-08-25 16:50:36+00:00,0,2022-08-25T17:50:40.648565,3.1
653,7023,1036,6910.25,17.28,-9,5934.1,854.45,95.0,-383,11.92,2.67,2022-08-25 16:51:38+00:00,0,2022-08-25T17:51:43.835463,3.1
646,7023,1053,6910.27,17.3,-8,5934.1,854.45,95.0,-407,11.92,2.7,2022-08-25 16:52:42+00:00,0,2022-08-25T17:52:46.997423,3.1
639,7023,941,6910.29,17.32,-4,5934.1,854.45,95.0,-302,11.92,2.7,2022-08-25 16:53:45+00:00,0,2022-08-25T17:53:50.189336,3.2
639,7023,958,6910.3,17.33,0,5934.1,854.45,95.0,-319,11.92,2.7,2022-08-25 16:54:49+00:00,0,2022-08-25T17:54:53.448156,3.2
645,7023,979,6910.32,17.35,13,5934.1,854.45,95.0,-340,11.92,2.73,2022-08-25 16:55:52+00:00,0,2022-08-25T17:55:56.775993,3.3
644,7023,963,6910.34,17.37,5,5934.1,854.45,95.0,-319,11.92,2.73,2022-08-25 16:56:55+00:00,0,2022-08-25T17:57:00.055962,3.3
643,7023,962,6910.35,17.38,3,5934.1,854.45,95.0,-319,11.92,2.73,2022-08-25 16:57:59+00:00,0,2022-08-25T17:58:03.009702,2.9
635,7023,977,6910.37,17.4,-3,5934.1,854.45,95.0,-342,11.92,2.75,2022-08-25 16:59:02+00:00,0,2022-08-25T17:59:06.054613,3.0
628,7023,1006,6910.39,17.42,7,5934.1,854.45,95.0,-372,11.92,2.75,2022-08-25 17:00:05+00:00,0,2022-08-25T18:00:09.212217,3.1
613,7023,1003,6910.41,17.44,7,5934.1,854.45,95.0,-390,11.92,2.76,2022-08-25 17:01:07+00:00,0,2022-08-25T18:01:12.305493,3.0
598,7023,1002,6910.42,17.45,3,5934.1,854.45,95.0,-404,11.92,2.76,2022-08-25 17:02:11+00:00,0,2022-08-25T18:02:15.387033,3.0
589,7023,998,6910.44,17.47,-3,5934.1,854.45,95.0,-409,11.92,2.76,2022-08-25 17:03:14+00:00,0,2022-08-25T18:03:18.587743,3.1
582,7023,1025,6910.46,17.49,0,5934.1,854.45,95.0,-443,11.92,2.79,2022-08-25 17:04:18+00:00,0,2022-08-25T18:04:21.778186,3.1
581,7023,1041,6910.48,17.51,1,5934.1,854.45,95.0,-460,11.92,2.79,2022-08-25 17:05:21+00:00,0,2022-08-25T18:05:24.942335,3.1
578,7023,1019,6910.5,17.52,12,5934.1,854.45,95.0,-441,11.92,2.79,2022-08-25 17:06:24+00:00,0,2022-08-25T18:06:28.132323,3.1
584,7023,1162,6910.52,17.54,1,5934.1,854.45,95.0,-578,11.92,2.82,2022-08-25 17:07:26+00:00,0,2022-08-25T18:07:31.421311,3.2
584,7023,1139,6910.54,17.56,10,5934.1,854.45,95.0,-556,11.92,2.82,2022-08-25 17:08:30+00:00,0,2022-08-25T18:08:34.674291,3.2
584,7023,1169,6910.56,17.59,0,5934.1,854.45,95.0,-585,11.92,2.82,2022-08-25 17:09:33+00:00,0,2022-08-25T18:09:37.905304,3.2
579,7023,1128,6910.58,17.61,-2,5934.1,854.45,95.0,-549,11.92,2.84,2022-08-25 17:10:36+00:00,0,2022-08-25T18:10:41.137683,3.2
573,7023,1134,6910.6,17.63,3,5934.1,854.45,95.0,-561,11.92,2.84,2022-08-25 17:11:40+00:00,0,2022-08-25T18:11:44.436841,3.2
562,7023,1063,6910.61,17.64,6,5934.1,854.45,95.0,-501,11.92,2.88,2022-08-25 17:12:43+00:00,0,2022-08-25T18:12:47.531121,3.0
555,7023,1062,6910.63,17.66,0,5934.1,854.45,95.0,-505,11.92,2.88,2022-08-25 17:13:47+00:00,0,2022-08-25T18:13:50.713296,3.1
548,7023,1085,6910.65,17.68,-11,5934.1,854.45,95.0,-542,11.92,2.91,2022-08-25 17:14:50+00:00,0,2022-08-25T18:14:53.850821,3.1
541,7023,1084,6910.67,17.7,4,5934.1,854.45,95.0,-543,11.92,2.91,2022-08-25 17:15:52+00:00,0,2022-08-25T18:15:57.099136,3.2
534,7023,1124,6910.69,17.72,-18,5934.1,854.45,95.0,-590,11.92,2.91,2022-08-25 17:16:55+00:00,0,2022-08-25T18:17:00.141559,3.0
523,7023,1097,6910.71,17.74,-2,5934.1,854.45,95.0,-574,11.92,2.93,2022-08-25 17:17:58+00:00,0,2022-08-25T18:18:03.196958,3.0
518,7023,1114,6910.73,17.76,0,5934.1,854.45,95.0,-596,11.92,2.93,2022-08-25 17:19:02+00:00,0,2022-08-25T18:19:06.192379,3.0
508,7023,1109,6910.75,17.78,5,5934.1,854.45,95.0,-601,11.92,2.97,2022-08-25 17:20:05+00:00,0,2022-08-25T18:20:09.316729,3.1
500,7023,1103,6910.77,17.8,-10,5934.1,854.45,95.0,-603,11.92,2.97,2022-08-25 17:21:07+00:00,0,2022-08-25T18:21:12.526310,3.2
492,7023,1115,6910.79,17.82,-1,5934.1,854.45,95.0,-623,11.92,2.97,2022-08-25 17:22:10+00:00,0,2022-08-25T18:22:15.629663,3.0
486,7023,1103,6910.81,17.84,6,5934.1,854.45,94.0,-617,11.92,3.01,2022-08-25 17:23:13+00:00,0,2022-08-25T18:23:18.714070,3.0
481,7023,1129,6910.83,17.85,-1,5934.1,854.45,94.0,-648,11.92,3.01,2022-08-25 17:24:17+00:00,0,2022-08-25T18:24:21.755735,3.0
479,7023,1254,6910.85,17.88,6,5934.1,854.45,94.0,-775,11.92,3.01,2022-08-25 17:25:20+00:00,0,2022-08-25T18:25:24.944277,3.1
474,7023,1268,6910.87,17.9,-7,5934.1,854.45,94.0,-785,11.92,3.05,2022-08-25 17:26:24+00:00,0,2022-08-25T18:26:28.074556,3.1
470,7023,1258,6910.89,17.92,0,5934.1,854.45,94.0,-788,11.92,3.05,2022-08-25 17:27:26+00:00,0,2022-08-25T18:27:31.295378,3.2
466,7023,1264,6910.91,17.94,-8,5934.1,854.45,94.0,-798,11.92,3.05,2022-08-25 17:28:30+00:00,0,2022-08-25T18:28:34.306889,3.0
473,7023,2072,6910.94,17.97,-154,5934.1,854.45,94.0,-1599,11.92,3.1,2022-08-25 17:29:33+00:00,0,2022-08-25T18:29:37.367115,3.0
473,7023,2270,6910.98,18.01,4,5934.1,854.45,93.0,-1797,11.92,3.1,2022-08-25 17:30:37+00:00,0,2022-08-25T18:30:40.674879,3.3
474,7023,2281,6911.02,18.05,6,5934.1,854.45,93.0,-1807,11.92,3.18,2022-08-25 17:31:39+00:00,0,2022-08-25T18:31:43.793370,3.1
476,7023,2703,6911.06,18.09,11,5934.1,854.45,93.0,-2227,11.92,3.18,2022-08-25 17:32:43+00:00,0,2022-08-25T18:32:46.802941,3.0
479,7023,2762,6911.11,18.14,11,5934.1,854.45,93.0,-2283,11.92,3.18,2022-08-25 17:33:45+00:00,0,2022-08-25T18:33:49.882407,3.0
505,7023,2667,6911.15,18.18,-20,5934.1,854.45,93.0,-2162,11.92,3.3,2022-08-25 17:34:48+00:00,0,2022-08-25T18:34:53.008418,3.1
494,7023,2689,6911.2,18.23,-16,5934.1,854.45,93.0,-2195,11.92,3.3,2022-08-25 17:35:52+00:00,0,2022-08-25T18:35:55.988732,3.0
499,7023,2687,6911.25,18.28,-17,5934.1,854.45,93.0,-2188,11.92,3.3,2022-08-25 17:36:55+00:00,0,2022-08-25T18:36:59.153829,3.1
504,7023,2693,6911.29,18.32,-6,5934.1,854.45,93.0,-2186,11.92,3.37,2022-08-25 17:37:58+00:00,0,2022-08-25T18:38:02.375127,3.2
458,7023,2685,6911.34,18.37,5,5934.1,854.45,92.0,-2226,11.92,3.37,2022-08-25 17:39:02+00:00,0,2022-08-25T18:39:05.823462,3.4
450,7023,2704,6911.39,18.42,0,5934.1,854.45,92.0,-2254,11.92,3.37,2022-08-25 17:40:04+00:00,0,2022-08-25T18:40:09.167639,3.3
2022-08-25T18:41:14.376809,5.1
427,7023,2684,6911.48,18.51,-2,5934.1,854.45,92.0,-2257,11.93,3.49,2022-08-25 17:42:12+00:00,2022-08-25T18:42:17.609464,3.2
423,7023,2807,6911.53,18.56,12,5934.1,854.45,92.0,-2384,11.93,3.63,2022-08-25 17:43:16+00:00,2022-08-25T18:43:20.741997,3.1
